左	왼 좌	サ	ひだり	左	ひだり	왼쪽	N5	
本	책·근본 본	ホン	もと	日本	にほん	일본	N5	木 나무 ＋ 一 밑동에 그은 표시 → 뿌리 → 근본
白	흰 백	ハク	しろ(い)	白い	しろい	하얗다	N5	
万	일만 만	マン	—	一万円	いちまんえん	만 엔	N5	
今	이제 금	コン	いま	今日	きょう	오늘	N5	
分	나눌 분	フン・ブン	わ(かる)	五分	ごふん	5분	N5	八 나뉨 ＋ 刀 칼 → 칼로 갈라 나누다
午	낮 오	ゴ	—	午前	ごぜん	오전	N5	
友	벗 우	ユウ	とも	友だち	ともだち	친구	N5	又 손 ＋ 又 손 → 손을 맞잡다 → 벗
父	아버지 부	フ	ちち	お父さん	おとうさん	아버지	N5	
北	북녘 북	ホク	きた	北口	きたぐち	북쪽 출구	N5	등을 맞댄 두 사람 → 등지다 → 해를 등진 쪽, 북
半	반 반	ハン	なか(ば)	半分	はんぶん	절반	N5	八 나뉨 ＋ 牛 소 → 소를 반으로 가르다
外	바깥 외	ガイ	そと	外国	がいこく	외국	N5	
母	어머니 모	ボ	はは	お母さん	おかあさん	어머니	N5	
休	쉴 휴	キュウ	やす(む)	休み	やすみ	휴일·쉬는 날	N5	亻 사람 ＋ 木 나무 → 나무에 기대어 쉬다
先	먼저 선	セン	さき	先生	せんせい	선생님	N5	
名	이름 명	メイ	な	名前	なまえ	이름	N5	夕 저녁 ＋ 口 입 → 어두워 안 보이니 이름을 부르다
年	해 년	ネン	とし	今年	ことし	올해	N5	禾 벼 ＋ 人 사람 → 벼를 지고 오는 주기 → 한 해
気	기운 기	キ・ケ	—	元気	げんき	건강함	N5	
百	일백 백	ヒャク	—	百円	ひゃくえん	100엔	N5	
男	사내 남	ダン・ナン	おとこ	男の子	おとこのこ	남자아이	N5	田 밭 ＋ 力 힘 → 밭에서 힘쓰는 사람
見	볼 견	ケン	み(る)	見せる	みせる	보여주다	N5	目 눈 ＋ 儿 사람 → 사람 위에 얹힌 눈 → 보다
車	수레 차	シャ	くるま	電車	でんしゃ	전철	N5	
毎	매양 매	マイ	—	毎日	まいにち	매일	N5	
行	다닐 행	コウ	い(く)	銀行	ぎんこう	은행	N5	
西	서녘 서	セイ	にし	西口	にしぐち	서쪽 출구	N5	
何	어찌 하	カ	なに・なん	何時	なんじ	몇 시	N5	
来	올 래	ライ	く(る)	来年	らいねん	내년	N5	
学	배울 학	ガク	まな(ぶ)	学校	がっこう	학교	N5	
金	쇠·돈 금	キン	かね	お金	おかね	돈	N5	
雨	비 우	ウ	あめ	雨	あめ	비	N5	
国	나라 국	コク	くに	外国	がいこく	외국	N5	囗 성벽 ＋ 玉 옥 → 성벽으로 지키는 보물 → 나라\n※ 어원 아님 · 외우기용
東	동녘 동	トウ	ひがし	東京	とうきょう	도쿄	N5	木 나무 ＋ 日 해 → 나무 사이로 해가 뜨는 쪽\n※ 어원 아님 · 외우기용
長	길 장	チョウ	なが(い)	社長	しゃちょう	사장	N5	
前	앞 전	ゼン	まえ	午前	ごぜん	오전	N5	
南	남녘 남	ナン	みなみ	南口	みなみぐち	남쪽 출구	N5	
後	뒤 후	ゴ・コウ	あと・うし(ろ)	午後	ごご	오후	N5	
食	먹을 식	ショク	た(べる)	食事	しょくじ	식사	N5	
校	학교 교	コウ	—	学校	がっこう	학교	N5	
時	때 시	ジ	とき	時間	じかん	시간	N5	
高	높을 고	コウ	たか(い)	高校	こうこう	고등학교	N5	
間	사이 간	カン	あいだ	時間	じかん	시간	N5	門 문 ＋ 日 해 → 문틈으로 새는 햇빛 → 사이\n※ 어원 아님 · 외우기용
話	말씀 화	ワ	はな(す)	電話	でんわ	전화	N5	
電	번개 전	デン	—	電車	でんしゃ	전철	N5	
聞	들을 문	ブン	き(く)	新聞	しんぶん	신문	N5	門 문 ＋ 耳 귀 → 문에 귀를 대고 듣다\n※ 어원 아님 · 외우기용
語	말씀 어	ゴ	かた(る)	日本語	にほんご	일본어	N5	
読	읽을 독	ドク	よ(む)	読む	よむ	읽다	N5	
生	날 생	セイ	う(まれる)・い(きる)	学生	がくせい	학생	N5	
書	글 서	ショ	か(く)	辞書	じしょ	사전	N5	
口	입 구	コウ	くち	入口	いりぐち	입구	N4	
手	손 수	シュ	て	手紙	てがみ	편지	N4	
目	눈 목	モク	め	目的	もくてき	목적	N4	
立	설 립	リツ	た(つ)	立場	たちば	입장	N4	
少	적을 소	ショウ	すく(ない)・すこ(し)	少年	しょうねん	소년	N4	
古	옛 고	コ	ふる(い)・ふる-	古い	ふるい	낡다	N4	
花	꽃 화	カ・ケ	はな	花瓶	かびん	꽃병	N4	
足	발 족	ソク	あし・た(りる)	不足	ふそく	부족	N4	
会	모일 회	カイ	あ(う)	会社	かいしゃ	회사	N4	亼 뚜껑 ＋ 그릇 → 뚜껑이 그릇에 맞물리다 → 모이다
多	많을 다	タ	おお(い)	多分	たぶん	아마	N4	夕 저녁 ＋ 夕 저녁 → 저녁이 거듭 쌓이다 → 많다
社	모일 사	シャ	やしろ	社会	しゃかい	사회	N4	
言	말씀 언	ゲン	い(う)・こと	言葉	ことば	말	N4	
空	빌 공	クウ	そら・あ(く)	空港	くうこう	공항	N4	
安	편안 안	アン	やす(い)	安全	あんぜん	안전	N4	宀 집 ＋ 女 여자 → 집 안에 있어 편안하다
店	가게 점	テン	みせ	店員	てんいん	점원	N4	
週	돌 주	シュウ	—	今週	こんしゅう	이번 주	N4	
魚	물고기 어	ギョ	うお・さかな	魚	さかな	물고기	N4	
買	살 매	バイ	か(う)	買う	かう	사다	N4	
道	길 도	ドウ	みち	道路	どうろ	도로	N4	
飲	마실 음	イン・オン	の(む)	飲む	のむ	마시다	N4	
新	새 신	シン	あたら(しい)	新聞	しんぶん	신문	N4	
駅	역 역	エキ	—	駅	えき	역	N4	
力	힘 력	リョク・リキ	ちから	体力	たいりょく	체력	N4	
工	장인 공	コウ・ク	—	工場	こうじょう	공장	N4	
夕	저녁 석	セキ	ゆう	夕方	ゆうがた	저녁 무렵	N4	
文	글월 문	ブン・モン	ふみ	文化	ぶんか	문화	N4	
犬	큰 개 견	ケン	いぬ・いぬ-	犬	いぬ	개	N4	
正	바를 정	セイ	ただ(しい)	正月	しょうがつ	정월	N4	一 목표 ＋ 止 발 → 목표를 향해 곧게 가다 → 바르다
田	밭 전	デン	た	田舎	いなか	시골	N4	
元	으뜸 원	ゲン・ガン	もと	元気	げんき	건강	N4	
切	끊을 절	セツ	き(る)	大切	たいせつ	소중	N4	
心	마음 심	シン	こころ	安心	あんしん	안심	N4	
方	모 방	ホウ	かた	方法	ほうほう	방법	N4	
牛	소 우	ギュウ	うし	牛乳	ぎゅうにゅう	우유	N4	
止	그칠 지	シ	と(まる)	中止	ちゅうし	중지	N4	
兄	맏이 형	ケイ・キョウ	あに	兄弟	きょうだい	형제	N4	
冬	겨울 동	トウ	ふゆ	冬	ふゆ	겨울	N4	
台	대 대	ダイ・タイ	—	台所	だいどころ	부엌	N4	
広	넓을 광	コウ	ひろ(い)	広告	こうこく	광고	N4	
用	쓸 용	ヨウ	もち(いる)	用意	ようい	준비	N4	
世	세상 세	セイ・セ	よ	世界	せかい	세계	N4	
主	주인 주	シュ	ぬし・おも	主人	しゅじん	남편	N4	
代	대신할 대	ダイ	か(わる)	時代	じだい	시대	N4	
写	베낄 사	シャ・ジャ	うつ(す)・うつ(る)	写真	しゃしん	사진	N4	
去	갈 거	キョ・コ	さ(る)	去年	きょねん	작년	N4	
字	글자 자	ジ	あざ・あざな	字引	じびき	사전	N4	
早	새벽 조	ソウ・サッ	はや(い)・はや	早い	はやい	이르다	N4	
町	마을 정	チョウ	まち	町長	ちょうちょう	읍장	N4	
赤	붉을 적	セキ・シャク	あか・あか-	赤い	あかい	빨갛다	N4	
不	아닐 불	フ	—	不便	ふべん	불편	N4	
仕	벼슬할 사	シ・ジ	つか(える)	仕事	しごと	일	N4	
同	같을 동	ドウ	おな(じ)	同じ	おなじ	같음	N4	
考	생각할 고	コウ	かんが(える)	参考	さんこう	참고	N4	
肉	고기 육	ニク	しし	牛肉	ぎゅうにく	소고기	N4	
自	스스로 자	ジ・シ	みずか(ら)	自分	じぶん	자기	N4	
色	빛 색	ショク・シキ	いろ	色々	いろいろ	여러 가지	N4	
体	몸 체	タイ	からだ	体力	たいりょく	체력	N4	亻 사람 ＋ 本 근본 → 사람의 근본 → 몸\n※ 어원 아님 · 외우기용
作	지을 작	サク・サ	つく(る)	作品	さくひん	작품	N4	
図	그림 도	ズ・ト	え・はか(る)	地図	ちず	지도	N4	
売	팔 매	バイ	う(る)	売店	ばいてん	매점	N4	
弟	아우 제	テイ・ダイ	おとうと	兄弟	きょうだい	형제	N4	
走	달릴 주	ソウ	はし(る)	走る	はしる	달리다	N4	
近	가까울 근	キン	ちか(い)	最近	さいきん	최근	N4	
青	푸를 청	セイ・ショウ	あお・あお-	青い	あおい	파랗다	N4	
音	소리 음	オン・イン	おと・ね	音楽	おんがく	음악	N4	
地	땅 지	チ・ジ	—	地図	ちず	지도	N4	
有	있을 유	ユウ	あ(る)	有名	ゆうめい	유명	N4	又 손 ＋ 月 고기 → 손에 고기를 쥐다 → 가지다
死	죽을 사	シ	し(ぬ)	死亡	しぼう	사망	N4	歹 앙상한 뼈 ＋ 匕 사람 → 죽다
京	서울 경	キョウ	—	東京	とうきょう	도쿄	N4	
夜	밤 야	ヤ	よ・よる	昨夜	ゆうべ	어젯밤	N4	
妹	누이 매	マイ	いもうと	妹	いもうと	여동생	N4	
姉	姊의 俗字	シ	あね・はは	姉	あね	누나·언니	N4	
明	밝을 명	メイ	あか(るい)	説明	せつめい	설명	N4	日 해 ＋ 月 달 → 밝다\n※ 어원 아님 · 외우기용
歩	걸을 보	ホ・ブ	ある(く)・あゆ(む)	散歩	さんぽ	산책	N4	
画	그림 화	ガ・カク	—	映画	えいが	영화	N4	
知	알 지	チ	し(る)	知識	ちしき	지식	N4	矢 화살 ＋ 口 입 → 화살처럼 곧바로 말하다 → 알다
室	집 실	シツ	むろ	教室	きょうしつ	교실	N4	
思	생각 사	シ	おも(う)	思想	しそう	사상	N4	囟 정수리 ＋ 心 마음 → 머리와 가슴으로 생각하다
海	바다 해	カイ	うみ	海外	かいがい	해외	N4	
茶	차풀 다	チャ・サ	—	お茶	おちゃ	차	N4	
以	써 이	イ	—	以上	いじょう	이상	N4	
夏	여름 하	カ・ガ	なつ	夏	なつ	여름	N4	
家	집 가	カ・ケ	いえ	家族	かぞく	가족	N4	宀 집 ＋ 豕 돼지 → 지붕 아래 가축을 기르다 → 집
紙	종이 지	シ	かみ	手紙	てがみ	편지	N4	
通	통할 통	ツウ	とお(る)・かよ(う)	交通	こうつう	교통	N4	
強	강할 강	キョウ	つよ(い)	勉強	べんきょう	공부	N4	
教	가르칠 교	キョウ	おし(える)	教室	きょうしつ	교실	N4	子 아이 ＋ 攵 회초리 → 아이를 이끌다 → 가르치다
理	다스릴 리	リ	—	料理	りょうり	요리	N4	
鳥	새 조	チョウ	とり	鳥	とり	새	N4	
黒	검을 흑	コク	くろ・くろ(ずむ)	黒い	くろい	검다	N4	
住	살 주	ジュウ	す(む)	住所	じゅうしょ	주소	N4	
医	의원 의	イ	—	医者	いしゃ	의사	N4	
究	궁구할 구	キュウ	きわ(める)	研究	けんきゅう	연구	N4	
者	놈 자	シャ	もの	医者	いしゃ	의사	N4	
研	갈 연	ケン	と(ぐ)	研究	けんきゅう	연구	N4	
場	마당 장	ジョウ	ば	場所	ばしょ	장소	N4	
朝	아침 조	チョウ	あさ	朝食	ちょうしょく	아침 식사	N4	
答	젖을 답	トウ	こた(える)・こた(え)	答える	こたえる	대답하다	N4	
楽	즐길 락	ガク・ラク	たの(しい)	音楽	おんがく	음악	N4	
事	일 사	ジ	こと	仕事	しごと	일	N4	
使	부릴 사	シ	つか(う)	使用	しよう	사용	N4	
始	비로소 시	シ	はじ(める)	開始	かいし	개시	N4	
服	옷 복	フク	—	洋服	ようふく	양복	N4	
物	물건 물	ブツ・モツ	もの	品物	しなもの	물건	N4	
屋	집 옥	オク	や	部屋	へや	방	N4	
度	법도 도	ド	たび	今度	こんど	이번	N4	
待	기다릴 대	タイ	ま(つ)	期待	きたい	기대	N4	
持	가질 지	ジ	も(つ)	気持ち	きもち	기분	N4	
界	지경 계	カイ	—	世界	せかい	세계	N4	
発	필 발	ハツ	—	発表	はっぴょう	발표	N4	
送	보낼 송	ソウ	おく(る)	送料	そうりょう	배송료	N4	
重	무거울 중	ジュウ	おも(い)	重要	じゅうよう	중요	N4	
起	일어날 기	キ	お(きる)	起床	きしょう	기상	N4	
院	집 원	イン	—	病院	びょういん	병원	N4	
終	마칠 종	シュウ	お(わる)	終電	しゅうでん	막차	N4	
習	익힐 습	シュウ・ジュ	なら(う)・なら(い)	練習	れんしゅう	연습	N4	
転	구를 전	テン	ころ(がる)	運転	うんてん	운전	N4	
運	옮길 운	ウン	はこ(ぶ)	運転	うんてん	운전	N4	
開	열 개	カイ	ひら(く)・あ(ける)	開店	かいてん	개점	N4	門 문 ＋ 빗장을 벗기는 두 손 → 열다
集	모을 집	シュウ	あつ(める)	集合	しゅうごう	집합	N4	隹 새 ＋ 木 나무 → 새가 나무에 모이다
業	업 업	ギョウ	わざ	工業	こうぎょう	공업	N4	
漢	한수 한	カン	—	漢字	かんじ	한자	N4	
歌	노래 가	カ	うた・うた(う)	歌う	うたう	노래하다	N4	
親	사랑할 친	シン	おや・おや-	両親	りょうしん	부모	N4	
病	병 병	ビョウ	や(む)	病気	びょうき	병	N4	
別	다를 별	ベツ	わか(れる)	特別	とくべつ	특별	N4	冎 뼈 ＋ 刂 칼 → 뼈를 칼로 발라내다 → 갈라놓다
注	물댈 주	チュウ	そそ(ぐ)・さ(す)	注射	ちゅうしゃ	주사	N4	
洋	큰 바다 양	ヨウ	—	洋服	ようふく	양복	N4	
特	특별할 특	トク	—	特別	とくべつ	특별	N4	
意	뜻 의	イ	—	意味	いみ	의미	N4	音 소리 ＋ 心 마음 → 마음속의 소리 → 뜻
味	맛 미	ミ	あじ・あじ(わう)	意味	いみ	의미	N4	
勉	힘쓸 면	ベン	つと(める)	勉強	べんきょう	공부	N4	
旅	군사 려	リョ	たび	旅行	りょこう	여행	N4	
員	인원 원	イン	—	店員	てんいん	점원	N4	
動	움직일 동	ドウ	うご(く)	運動	うんどう	운동	N4	
悪	악할 악	アク・オ	わる(い)・わる-	悪い	わるい	나쁘다	N4	
族	겨레 족	ゾク	—	家族	かぞく	가족	N4	
暑	더울 서	ショ	あつ(い)	暑い	あつい	덥다	N4	
着	붙을 착	チャク	き(る)・つ(く)	到着	とうちゃく	도착	N4	
野	들 야	ヤ	の	野菜	やさい	채소	N4	
風	바람 풍	フウ・フ	かぜ・かざ-	風邪	かぜ	감기	N4	
問	물을 문	モン	と(う)	問題	もんだい	문제	N4	
銀	은 은	ギン	しろがね	銀行	ぎんこう	은행	N4	
題	제목 제	ダイ	—	問題	もんだい	문제	N4	
館	객사 관	カン	やかた・たて	図書館	としょかん	도서관	N4	
料	헤아릴 료	リョウ	—	料金	りょうきん	요금	N4	米 쌀 ＋ 斗 되 → 쌀을 되로 되다 → 헤아리다
映	비칠 영	エイ	うつ(る)・うつ(す)	映画	えいが	영화	N4	
私	나 사	シ	わたし	私立	しりつ	사립	N4	
帰	돌아갈 귀	キ	かえ(る)・かえ(す)	帰る	かえる	돌아가다	N4	
春	봄 춘	シュン	はる	春	はる	봄	N4	
昼	낮 주	チュウ	ひる	昼	ひる	낮	N4	
秋	가을 추	シュウ	あき・とき	秋	あき	가을	N4	
計	셀 계	ケイ	はか(る)	時計	とけい	시계	N4	言 말 ＋ 十 열 → 말로 수를 세다
建	세울 건	ケン	た(てる)	建物	たてもの	건물	N4	
英	꽃부리 영	エイ	—	英語	えいご	영어	N4	
飯	밥 반	ハン	めし	夕飯	ゆうはん	저녁밥	N4	
曜	해 비칠 요	ヨウ	—	土曜日	どようび	토요일	N4	
品	물건 품	ヒン	しな	作品	さくひん	작품	N4	口 그릇 셋 → 물건이 여럿 쌓이다 → 물품
急	급할 급	キュウ	いそ(ぐ)	急行	きゅうこう	급행	N4	
真	참 진	シン	ま	写真	しゃしん	사진	N4	
堂	집 당	ドウ	—	食堂	しょくどう	식당	N4	
試	시험할 시	シ	ため(す)	試験	しけん	시험	N4	
借	빌 차	シャク	か(りる)	借りる	かりる	빌리다	N4	
験	시험 험	ケン	—	試験	しけん	시험	N4	
質	바탕 질	シツ	—	質問	しつもん	질문	N4	
貸	빌릴 대	タイ	か(す)・か(し-)	貸す	かす	빌려주다	N4	
公	공평할 공	コウ	おおやけ	公園	こうえん	공원	N4	八 등지다 ＋ 厶 사사로움 → 사사로움을 등지다 → 공평
耳	귀 이	ジ	みみ	耳	みみ	귀	N3	
太	클 태	タイ・タ	ふと(い)・ふと(る)	太い	ふとい	굵다	N3	
引	끌 인	イン	ひ(く)・ひ(ける)	字引	じびき	사전	N3	
市	저자 시	シ	いち	市民	しみん	시민	N3	
光	빛 광	コウ	ひか(る)・ひかり	光る	ひかる	빛나다	N3	
回	돌 회	カイ	まわ(る)	今回	こんかい	이번	N3	
声	소리 성	セイ・ショウ	こえ・こわ-	声	こえ	목소리	N3	
首	머리 수	シュ	くび	首	くび	목	N3	
民	백성 민	ミン	たみ	国民	こくみん	국민	N3	
所	바 소	ショ	ところ・どころ	台所	だいどころ	부엌	N3	
乗	탈 승	ジョウ・ショウ	の(る)・の(せる)	乗る	のる	타다	N3	
進	나아갈 진	シン	すす(む)	進歩	しんぽ	진보	N3	辶 가다 ＋ 隹 새 → 새는 뒤로 못 간다 → 나아가다
頭	머리 두	トウ・ズ	あたま・かしら	頭	あたま	머리	N3	
顔	顏과 同字	ガン	かお	顔	かお	얼굴	N3	
好	좋을 호	コウ	この(む)・す(く)	好き	すき	좋아함	N3	
便	편할 편	ベン・ビン	たよ(り)	便利	べんり	편리	N3	
働	일할 동	ドウ	はたら(く)	働く	はたらく	일하다	N3	
都	도읍 도	ト・ツ	みやこ	都市	とし	도시	N3	
寒	찰 한	カン	さむ(い)	寒い	さむい	춥다	N3	
合	합할 합	ゴウ	あ(う)	合格	ごうかく	합격	N3	
暗	어두울 암	アン	くら(い)・くら(む)	暗い	くらい	어둡다	N3	
遠	멀 원	エン・オン	とお(い)	遠い	とおい	멀다	N3	
薬	약 약	ヤク	くすり	薬	くすり	약	N3	
説	말씀 설	セツ・ゼイ	と(く)	小説	しょうせつ	소설	N3	
洗	조촐할 선	セン	あら(う)	洗う	あらう	씻다	N3	
産	낳을 산	サン	う(む)	生産	せいさん	생산	N3	
政	정사 정	セイ	まつりごと	政治	せいじ	정치	N3	
議	의논할 의	ギ	—	会議	かいぎ	회의	N3	
連	이을 련	レン	つら(なる)	連絡	れんらく	연락	N3	辶 가다 ＋ 車 수레 → 수레가 줄지어 가다 → 잇다
対	대할 대	タイ	—	対象	たいしょう	대상	N3	
部	떼 부	ブ	—	部長	ぶちょう	부장	N3	
内	안 내	ナイ	うち	案内	あんない	안내	N3	
相	서로 상	ソウ	あい	相談	そうだん	상담	N3	木 나무 ＋ 目 눈 → 나무를 눈으로 살피다 → 서로 마주보다
定	정할 정	テイ	さだ(める)	予定	よてい	예정	N3	
選	가릴 선	セン	えら(ぶ)	選手	せんしゅ	선수	N3	
米	쌀 미	ベイ・マイ	こめ・よね	米	こめ	쌀	N3	
実	열매 실	ジツ	み・みの(る)	実際	じっさい	실제	N3	
関	관계할 관	カン	せき	関係	かんけい	관계	N3	
決	결단할 결	ケツ	き(める)	決定	けってい	결정	N3	
全	온전할 전	ゼン	すべ(て)	全部	ぜんぶ	전부	N3	
表	겉 표	ヒョウ	おもて・あらわ(す)	発表	はっぴょう	발표	N3	
戦	싸울 전	セン	たたか(う)	戦争	せんそう	전쟁	N3	
経	지날 경	ケイ	へ(る)	経済	けいざい	경제	N3	
最	가장 최	サイ	もっと(も)	最近	さいきん	최근	N3	
現	나타날 현	ゲン	あらわ(れる)	現在	げんざい	현재	N3	
調	고를 조	チョウ	しら(べる)	調査	ちょうさ	조사	N3	
化	될 화	カ	ば(ける)	文化	ぶんか	문화	N3	亻 사람 ＋ 匕 거꾸로 선 사람 → 뒤바뀌다 → 되다
当	마땅 당	トウ	あ(たる)・あ(たり)	本当	ほんとう	정말	N3	
約	맺을 약	ヤク	—	約束	やくそく	약속	N3	
法	법 법	ホウ	—	方法	ほうほう	방법	N3	
性	성품 성	セイ	—	女性	じょせい	여성	N3	
的	과녁 적	テキ	まと	目的	もくてき	목적	N3	
要	요긴할 요	ヨウ	い(る)	重要	じゅうよう	중요	N3	
制	절제할 제	セイ	—	制度	せいど	제도	N3	
治	다스릴 치	ジ・チ	おさ(める)・おさ(まる)	政治	せいじ	정치	N3	
務	힘쓸 무	ム	つと(める)	事務	じむ	사무	N3	
成	이룰 성	セイ・ジョウ	な(る)	成功	せいこう	성공	N3	
期	기약할 기	キ・ゴ	—	予期	よき	예상	N3	
取	거둘 취	シュ	と(る)・と(り)	取る	とる	잡다·따다	N3	
和	화할 화	ワ・オ	やわ(らぐ)・やわ(らげる)	平和	へいわ	평화	N3	
機	틀 기	キ	はた	機会	きかい	기회	N3	
平	평탄할 평	ヘイ・ビョウ	たい(ら)・たい(らげる)	平仮名	ひらがな	히라가나	N3	
加	더할 가	カ	くわ(える)	参加	さんか	참가	N3	
受	받을 수	ジュ	う(ける)	受付	うけつけ	접수	N3	손 ＋ 손, 그 사이의 물건 → 주고받다
続	이을 속	ゾク・ショク	つづ(く)・つづ(ける)	続く	つづく	계속되다	N3	
保	지킬 보	ホ	たも(つ)	保存	ほぞん	보존	N3	
数	셈 수	スウ・ス	かず・かぞ(える)	数学	すうがく	수학	N3	
記	기록할 기	キ	しる(す)	日記	にっき	일기	N3	
初	처음 초	ショ	はじ(め)・はじ(めて)	初めて	はじめて	처음으로	N3	
指	가리킬 지	シ	ゆび・さ(す)	指定	してい	지정	N3	
権	권세 권	ケン	—	権利	けんり	권리	N3	
支	지탱할 지	シ	ささ(える)	支店	してん	지점	N3	
第	집 제	ダイ・テイ	—	次第	しだい	순서·나름	N3	
結	맺을 결	ケツ	むす(ぶ)	結婚	けっこん	결혼	N3	
点	點의 略字	テン	つ(ける)・つ(く)	交差点	こうさてん	교차로	N3	
報	갚을 보	ホウ	むく(いる)	報告	ほうこく	보고	N3	
済	건널 제	サイ	す(む)	経済	けいざい	경제	N3	
活	살 활	カツ	い(きる)・い(かす)	生活	せいかつする	생활	N3	
原	근본 원	ゲン	はら	原因	げんいん	원인	N3	
共	한가지 공	キョウ	とも	共通	きょうつう	공통	N3	
得	얻을 득	トク	え(る)	得意	とくい	잘함·자신 있음	N3	
解	풀 해	カイ	と(く)	解決	かいけつ	해결	N3	角 뿔 ＋ 刀 칼 ＋ 牛 소 → 소뿔을 칼로 발라내다 → 풀다
交	사귈 교	コウ	まじ(わる)・か(わす)	交通	こうつう	교통	N3	
資	재물 자	シ	—	資料	しりょう	자료	N3	
予	미리 예	ヨ	—	予約	よやく	예약	N3	
向	향할 향	コウ	む(く)・む(い)	向こう	むこう	건너편	N3	
際	사이 제	サイ	きわ	国際	こくさい	국제	N3	
勝	이길 승	ショウ	か(つ)・まさ(る)	勝つ	かつ	이기다	N3	
面	낯 면	メン・ベン	おも・おもて	面白い	おもしろい	재미있다	N3	
告	알릴 고	コク	つ(げる)	報告	ほうこく	보고	N3	
反	돌이킬 반	ハン	そ(る)	反対	はんたい	반대	N3	
判	판단할 판	ハン	—	判断	はんだん	판단	N3	
認	알 인	ニン	みと(める)	確認	かくにん	확인	N3	
参	참여할 참	サン	まい(る)	参加	さんか	참가	N3	
利	이로울 리	リ	き(く)	利用	りよう	이용	N3	
組	끈 조	ソ	く(む)・くみ	番組	ばんぐみ	방송 프로그램	N3	
案	책상 안	アン	—	提案	ていあん	제안	N3	
信	믿을 신	シン	—	信号	しんごう	신호	N3	亻 사람 ＋ 言 말 → 사람이 한 말 → 믿음
在	있을 재	ザイ	あ(る)	現在	げんざい	현재	N3	
件	사건 건	ケン	—	事件	じけん	사건	N3	
側	곁 측	ソク	がわ	両側	りょうがわ	양쪽	N3	
任	맡길 임	ニン	まか(せる)・まか(す)	責任	せきにん	책임	N3	
求	구할 구	キュウ	もと(める)	要求	ようきゅう	요구	N3	
次	버금 차	ジ・シ	つ(ぐ)・つぎ	次	つぎ	다음	N3	
昨	어제 작	サク	—	昨夜	ゆうべ	어젯밤	N3	
論	논할 론	ロン	—	議論	ぎろん	논의·토론	N3	
官	벼슬 관	カン	—	警官	けいかん	경찰관	N3	
増	더할 증	ゾウ	ふ(える)	増加	ぞうか	증가	N3	
係	맬 계	ケイ	かか(る)	関係	かんけい	관계	N3	
感	감동할 감	カン	—	感じ	かんじ	느낌	N3	
情	뜻 정	ジョウ	なさ(け)	情報	じょうほう	정보	N3	
投	던질 투	トウ	な(げる)	投げる	なげる	던지다	N3	
示	보일 시	ジ・シ	しめ(す)	表示	ひょうじ	표시	N3	
変	변할 변	ヘン	か(わる)	変化	へんか	변화	N3	
打	때릴 타	ダ・ダース	う(つ)・う(ち-)	打つ	うつ	치다	N3	
基	터 기	キ	もと・もとい	基本	きほん	기본	N3	
直	곧을 직	チョク・ジキ	ただ(ちに)・なお(す)	直す	なおす	고치다	N3	
両	두 량	リョウ	—	両方	りょうほう	양쪽·둘 다	N3	
価	값 가	カ	あたい	価格	かかく	가격	N3	
式	법 식	シキ	—	正式	せいしき	정식	N3	
