会社	かいしゃ	회사	장소	N5	会社は駅の近くです。	かいしゃはえきのちかくです。	회사는 역 근처입니다.
駅	えき	역	장소	N5	駅で友達を待ちます。	えきでともだちをまちます。	역에서 친구를 기다립니다.
病院	びょういん	병원	장소	N5	昨日病院へ行きました。	きのうびょういんへいきました。	어제 병원에 갔습니다.
銀行	ぎんこう	은행	장소	N5	銀行でお金を借ります。	ぎんこうでおかねをかります。	은행에서 돈을 빌립니다.
店	みせ	가게	장소	N5	この店は安いです。	このみせはやすいです。	이 가게는 쌉니다.
部屋	へや	방	장소	N5	部屋を綺麗にしました。	へやをきれいにしました。	방을 깨끗이 했습니다.
トイレ	トイレ	화장실	장소	N5	トイレはどこですか。	トイレはどこですか。	화장실은 어디입니까?
図書館	としょかん	도서관	장소	N5	図書館で本を借りました。	としょかんでほんをかりました。	도서관에서 책을 빌렸습니다.
公園	こうえん	공원	장소	N5	公園で犬と遊びます。	こうえんでいぬとあそびます。	공원에서 개와 놉니다.
空港	くうこう	공항	장소	N5	空港まで車で行きます。	くうこうまでくるまでいきます。	공항까지 차로 갑니다.
大学	だいがく	대학	장소	N5	大学で日本語を勉強します。	だいがくでにほんごをべんきょうします。	대학에서 일본어를 공부합니다.
郵便局	ゆうびんきょく	우체국	장소	N5	郵便局で手紙を出します。	ゆうびんきょくでてがみをだします。	우체국에서 편지를 부칩니다.
国	くに	나라	장소	N5	どの国から来ましたか。	どのくにからきましたか。	어느 나라에서 왔습니까?
町	まち	마을·동네	장소	N5	この町は静かです。	このまちはしずかです。	이 동네는 조용합니다.
道	みち	길	장소	N5	道が分かりません。	みちがわかりません。	길을 모르겠습니다.
今日	きょう	오늘	시간	N5	今日は天気がいいです。	きょうはてんきがいいです。	오늘은 날씨가 좋습니다.
明日	あした	내일	시간	N5	明日も来てください。	あしたもきてください。	내일도 와 주세요.
昨日	きのう	어제	시간	N5	昨日は忙しかったです。	きのうはいそがしかったです。	어제는 바빴습니다.
朝	あさ	아침	시간	N5	朝六時に起きます。	あさろくじにおきます。	아침 6시에 일어납니다.
昼	ひる	낮	시간	N5	昼にパンを食べました。	ひるにパンをたべました。	낮에 빵을 먹었습니다.
夜	よる	밤	시간	N5	夜は静かになります。	よるはしずかになります。	밤에는 조용해집니다.
今	いま	지금	시간	N5	今何時ですか。	いまなんじですか。	지금 몇 시입니까?
毎日	まいにち	매일	시간	N5	毎日日本語を勉強します。	まいにちにほんごをべんきょうします。	매일 일본어를 공부합니다.
時間	じかん	시간	시간	N5	時間がありません。	じかんがありません。	시간이 없습니다.
今年	ことし	올해	시간	N5	今年の夏は暑いです。	ことしのなつはあついです。	올해 여름은 덥습니다.
来年	らいねん	내년	시간	N5	来年日本へ行きます。	らいねんにほんへいきます。	내년에 일본에 갑니다.
去年	きょねん	작년	시간	N5	去年ここに来ました。	きょねんここにきました。	작년에 여기에 왔습니다.
週末	しゅうまつ	주말	시간	N5	週末は家で休みます。	しゅうまつはいえでやすみます。	주말에는 집에서 쉽니다.
午前	ごぜん	오전	시간	N5	午前中に電話します。	ごぜんちゅうにでんわします。	오전 중에 전화하겠습니다.
午後	ごご	오후	시간	N5	午後から雨が降ります。	ごごからあめがふります。	오후부터 비가 내립니다.
今朝	けさ	오늘 아침	시간	N5	今朝は早く起きました。	けさははやくおきました。	오늘 아침에는 일찍 일어났습니다.
今晩	こんばん	오늘 밤	시간	N5	今晩何を食べますか。	こんばんなにをたべますか。	오늘 밤 무엇을 먹습니까?
本	ほん	책	사물	N5	この本は面白いです。	このほんはおもしろいです。	이 책은 재미있습니다.
ペン	ペン	펜	사물	N5	ペンで名前を書きます。	ペンでなまえをかきます。	펜으로 이름을 씁니다.
鞄	かばん	가방	사물	N5	鞄の中に辞書があります。	かばんのなかにじしょがあります。	가방 안에 사전이 있습니다.
傘	かさ	우산	사물	N5	雨だから傘を持ちます。	あめだからかさをもちます。	비가 오니까 우산을 듭니다.
靴	くつ	신발	사물	N5	新しい靴を買いました。	あたらしいくつをかいました。	새 신발을 샀습니다.
服	ふく	옷	사물	N5	この服は少し高いです。	このふくはすこしたかいです。	이 옷은 조금 비쌉니다.
財布	さいふ	지갑	사물	N5	財布を家に忘れました。	さいふをいえにわすれました。	지갑을 집에 두고 왔습니다.
時計	とけい	시계	사물	N5	時計が止まっています。	とけいがとまっています。	시계가 멈춰 있습니다.
携帯	けいたい	휴대폰	사물	N5	携帯で写真を撮ります。	けいたいでしゃしんをとります。	휴대폰으로 사진을 찍습니다.
写真	しゃしん	사진	사물	N5	家族の写真を見せます。	かぞくのしゃしんをみせます。	가족사진을 보여 줍니다.
手紙	てがみ	편지	사물	N5	友達に手紙を書きます。	ともだちにてがみをかきます。	친구에게 편지를 씁니다.
新聞	しんぶん	신문	사물	N5	朝は新聞を読みます。	あさはしんぶんをよみます。	아침에는 신문을 읽습니다.
辞書	じしょ	사전	사물	N5	辞書で言葉を調べます。	じしょでことばをしらべます。	사전으로 단어를 찾습니다.
机	つくえ	책상	사물	N5	机の上に本があります。	つくえのうえにほんがあります。	책상 위에 책이 있습니다.
椅子	いす	의자	사물	N5	椅子に座ってください。	いすにすわってください。	의자에 앉아 주세요.
電車	でんしゃ	전철	사물	N5	電車で会社へ行きます。	でんしゃでかいしゃへいきます。	전철로 회사에 갑니다.
車	くるま	자동차	사물	N5	父は車を運転します。	ちちはくるまをうんてんします。	아버지는 차를 운전합니다.
自転車	じてんしゃ	자전거	사물	N5	自転車で駅まで行きます。	じてんしゃでえきまでいきます。	자전거로 역까지 갑니다.
お金	おかね	돈	사물	N5	お金が少ししかありません。	おかねがすこししかありません。	돈이 조금밖에 없습니다.
名前	なまえ	이름	사물	N5	ここに名前を書いてください。	ここになまえをかいてください。	여기에 이름을 써 주세요.
言葉	ことば	말·단어	사물	N5	この言葉の意味は何ですか。	このことばのいみはなんですか。	이 단어의 뜻은 무엇입니까?
水	みず	물	음식	N5	水を一杯ください。	みずをいっぱいください。	물 한 잔 주세요.
お茶	おちゃ	차	음식	N5	お茶を飲みませんか。	おちゃをのみませんか。	차를 마시지 않겠습니까?
コーヒー	コーヒー	커피	음식	N5	毎朝コーヒーを飲みます。	まいあさコーヒーをのみます。	매일 아침 커피를 마십니다.
ご飯	ごはん	밥	음식	N5	ご飯はもう食べました。	ごはんはもうたべました。	밥은 이미 먹었습니다.
パン	パン	빵	음식	N5	朝はパンを食べます。	あさはパンをたべます。	아침에는 빵을 먹습니다.
肉	にく	고기	음식	N5	肉より魚が好きです。	にくよりさかながすきです。	고기보다 생선을 좋아합니다.
魚	さかな	생선	음식	N5	この魚は新しいです。	このさかなはあたらしいです。	이 생선은 신선합니다.
野菜	やさい	채소	음식	N5	野菜をたくさん食べます。	やさいをたくさんたべます。	채소를 많이 먹습니다.
果物	くだもの	과일	음식	N5	果物は体にいいです。	くだものはからだにいいです。	과일은 몸에 좋습니다.
卵	たまご	달걀	음식	N5	卵を二つ使います。	たまごをふたつつかいます。	달걀을 두 개 씁니다.
牛乳	ぎゅうにゅう	우유	음식	N5	毎日牛乳を飲みます。	まいにちぎゅうにゅうをのみます。	매일 우유를 마십니다.
お酒	おさけ	술	음식	N5	お酒はあまり飲みません。	おさけはあまりのみません。	술은 별로 마시지 않습니다.
朝ご飯	あさごはん	아침밥	음식	N5	朝ご飯を食べませんでした。	あさごはんをたべませんでした。	아침밥을 먹지 않았습니다.
昼ご飯	ひるごはん	점심밥	음식	N5	昼ご飯は会社で食べます。	ひるごはんはかいしゃでたべます。	점심밥은 회사에서 먹습니다.
晩ご飯	ばんごはん	저녁밥	음식	N5	晩ご飯を作りましょう。	ばんごはんをつくりましょう。	저녁밥을 만듭시다.
天気	てんき	날씨	자연	N5	今日は天気が悪いです。	きょうはてんきがわるいです。	오늘은 날씨가 나쁩니다.
雨	あめ	비	자연	N5	雨が降っています。	あめがふっています。	비가 내리고 있습니다.
雪	ゆき	눈	자연	N5	北の町は雪が多いです。	きたのまちはゆきがおおいです。	북쪽 동네는 눈이 많습니다.
風	かぜ	바람	자연	N5	風が強くなりました。	かぜがつよくなりました。	바람이 강해졌습니다.
空	そら	하늘	자연	N5	空が青くて綺麗です。	そらがあおくてきれいです。	하늘이 파랗고 아름답습니다.
海	うみ	바다	자연	N5	夏は海で泳ぎます。	なつはうみでおよぎます。	여름에는 바다에서 헤엄칩니다.
山	やま	산	자연	N5	あの山は高いです。	あのやまはたかいです。	저 산은 높습니다.
花	はな	꽃	자연	N5	庭に花が咲きました。	にわにはながさきました。	마당에 꽃이 피었습니다.
木	き	나무	자연	N5	公園に大きい木があります。	こうえんにおおきいきがあります。	공원에 큰 나무가 있습니다.
犬	いぬ	개	자연	N5	犬と一緒に散歩します。	いぬといっしょにさんぽします。	개와 함께 산책합니다.
猫	ねこ	고양이	자연	N5	猫が椅子の下にいます。	ねこがいすのしたにいます。	고양이가 의자 아래에 있습니다.
鳥	とり	새	자연	N5	朝、鳥の声が聞こえます。	あさ、とりのこえがきこえます。	아침에 새소리가 들립니다.
行く	いく	가다	동사	N5	毎朝学校へ行きます。	まいあさがっこうへいきます。	매일 아침 학교에 갑니다.
来る	くる	오다	동사	N5	友達が家に来ます。	ともだちがいえにきます。	친구가 집에 옵니다.
帰る	かえる	돌아가다	동사	N5	六時に家へ帰ります。	ろくじにいえへかえります。	6시에 집에 돌아갑니다.
食べる	たべる	먹다	동사	N5	昼ご飯を食べました。	ひるごはんをたべました。	점심을 먹었습니다.
飲む	のむ	마시다	동사	N5	水をたくさん飲みます。	みずをたくさんのみます。	물을 많이 마십니다.
見る	みる	보다	동사	N5	テレビでニュースを見ます。	テレビでニュースをみます。	텔레비전으로 뉴스를 봅니다.
聞く	きく	듣다·묻다	동사	N5	先生に道を聞きました。	せんせいにみちをききました。	선생님께 길을 물었습니다.
話す	はなす	말하다	동사	N5	日本語で話しましょう。	にほんごではなしましょう。	일본어로 이야기합시다.
読む	よむ	읽다	동사	N5	毎晩本を読みます。	まいばんほんをよみます。	매일 밤 책을 읽습니다.
書く	かく	쓰다	동사	N5	手紙を書いています。	てがみをかいています。	편지를 쓰고 있습니다.
買う	かう	사다	동사	N5	店でパンを買いました。	みせでパンをかいました。	가게에서 빵을 샀습니다.
する	する	하다	동사	N5	週末は何をしますか。	しゅうまつはなにをしますか。	주말에는 무엇을 합니까?
寝る	ねる	자다	동사	N5	昨日は早く寝ました。	きのうははやくねました。	어제는 일찍 잤습니다.
起きる	おきる	일어나다	동사	N5	今朝六時に起きました。	けさろくじにおきました。	오늘 아침 6시에 일어났습니다.
働く	はたらく	일하다	동사	N5	父は銀行で働いています。	ちちはぎんこうではたらいています。	아버지는 은행에서 일하고 있습니다.
休む	やすむ	쉬다	동사	N5	今日は会社を休みます。	きょうはかいしゃをやすみます。	오늘은 회사를 쉽니다.
待つ	まつ	기다리다	동사	N5	駅で三十分待ちました。	えきでさんじゅっぷんまちました。	역에서 30분 기다렸습니다.
会う	あう	만나다	동사	N5	明日友達に会います。	あしたともだちにあいます。	내일 친구를 만납니다.
作る	つくる	만들다	동사	N5	母が料理を作ります。	ははがりょうりをつくります。	어머니가 요리를 만듭니다.
使う	つかう	쓰다·사용하다	동사	N5	この辞書を使ってください。	このじしょをつかってください。	이 사전을 써 주세요.
分かる	わかる	알다·이해하다	동사	N5	意味が分かりません。	いみがわかりません。	뜻을 모르겠습니다.
歩く	あるく	걷다	동사	N5	駅まで歩きました。	えきまであるきました。	역까지 걸었습니다.
走る	はしる	달리다	동사	N5	公園を走っています。	こうえんをはしっています。	공원을 달리고 있습니다.
遊ぶ	あそぶ	놀다	동사	N5	子供が外で遊んでいます。	こどもがそとであそんでいます。	아이가 밖에서 놀고 있습니다.
泳ぐ	およぐ	헤엄치다	동사	N5	海で泳ぎたいです。	うみでおよぎたいです。	바다에서 헤엄치고 싶습니다.
入る	はいる	들어가다	동사	N5	部屋に入ってもいいですか。	へやにはいってもいいですか。	방에 들어가도 됩니까?
出る	でる	나가다	동사	N5	八時に家を出ます。	はちじにいえをでます。	8시에 집을 나섭니다.
乗る	のる	타다	동사	N5	駅で電車に乗ります。	えきででんしゃにのります。	역에서 전철을 탑니다.
降りる	おりる	내리다	동사	N5	次の駅で降ります。	つぎのえきでおります。	다음 역에서 내립니다.
教える	おしえる	가르치다	동사	N5	先生が日本語を教えます。	せんせいがにほんごをおしえます。	선생님이 일본어를 가르칩니다.
覚える	おぼえる	외우다	동사	N5	新しい言葉を覚えました。	あたらしいことばをおぼえました。	새 단어를 외웠습니다.
忘れる	わすれる	잊다	동사	N5	傘を電車に忘れました。	かさをでんしゃにわすれました。	우산을 전철에 두고 내렸습니다.
借りる	かりる	빌리다	동사	N5	図書館で本を借ります。	としょかんでほんをかります。	도서관에서 책을 빌립니다.
開ける	あける	열다	동사	N5	窓を開けてください。	まどをあけてください。	창문을 열어 주세요.
閉める	しめる	닫다	동사	N5	寒いのでドアを閉めます。	さむいのでドアをしめます。	추워서 문을 닫습니다.
立つ	たつ	서다	동사	N5	学生が全員立ちました。	がくせいがぜんいんたちました。	학생이 모두 일어섰습니다.
座る	すわる	앉다	동사	N5	どうぞここに座ってください。	どうぞここにすわってください。	여기에 앉으세요.
持つ	もつ	들다·가지다	동사	N5	鞄を持ちましょうか。	かばんをもちましょうか。	가방을 들어 드릴까요?
取る	とる	잡다·집다	동사	N5	塩を取ってください。	しおをとってください。	소금을 집어 주세요.
売る	うる	팔다	동사	N5	あの店は果物を売っています。	あのみせはくだものをうっています。	저 가게는 과일을 팔고 있습니다.
住む	すむ	살다	동사	N5	東京に住んでいます。	とうきょうにすんでいます。	도쿄에 살고 있습니다.
降る	ふる	(비가) 내리다	동사	N5	朝から雨が降っています。	あさからあめがふっています。	아침부터 비가 내리고 있습니다.
大きい	おおきい	크다	형용사	N5	大きい鞄を買いました。	おおきいかばんをかいました。	큰 가방을 샀습니다.
小さい	ちいさい	작다	형용사	N5	この靴は少し小さいです。	このくつはすこしちいさいです。	이 신발은 조금 작습니다.
高い	たかい	비싸다·높다	형용사	N5	この店は高いです。	このみせはたかいです。	이 가게는 비쌉니다.
安い	やすい	싸다	형용사	N5	この本は安かったです。	このほんはやすかったです。	이 책은 쌌습니다.
新しい	あたらしい	새롭다	형용사	N5	新しい携帯が欲しいです。	あたらしいけいたいがほしいです。	새 휴대폰을 갖고 싶습니다.
古い	ふるい	낡다	형용사	N5	この時計は古いです。	このとけいはふるいです。	이 시계는 낡았습니다.
良い	よい	좋다	형용사	N5	今日は天気が良いです。	きょうはてんきがよいです。	오늘은 날씨가 좋습니다.
悪い	わるい	나쁘다	형용사	N5	頭が悪くて覚えられません。	あたまがわるくておぼえられません。	머리가 나빠서 외울 수 없습니다.
暑い	あつい	덥다	형용사	N5	今年の夏はとても暑いです。	ことしのなつはとてもあついです。	올해 여름은 매우 덥습니다.
寒い	さむい	춥다	형용사	N5	今朝はとても寒かったです。	けさはとてもさむかったです。	오늘 아침은 매우 추웠습니다.
熱い	あつい	뜨겁다	형용사	N5	このお茶は熱いです。	このおちゃはあついです。	이 차는 뜨겁습니다.
冷たい	つめたい	차갑다	형용사	N5	冷たい水が飲みたいです。	つめたいみずがのみたいです。	차가운 물이 마시고 싶습니다.
忙しい	いそがしい	바쁘다	형용사	N5	今週はとても忙しいです。	こんしゅうはとてもいそがしいです。	이번 주는 매우 바쁩니다.
楽しい	たのしい	즐겁다	형용사	N5	旅行は楽しかったです。	りょこうはたのしかったです。	여행은 즐거웠습니다.
面白い	おもしろい	재미있다	형용사	N5	この映画は面白いです。	このえいがはおもしろいです。	이 영화는 재미있습니다.
難しい	むずかしい	어렵다	형용사	N5	この問題は難しいです。	このもんだいはむずかしいです。	이 문제는 어렵습니다.
易しい	やさしい	쉽다	형용사	N5	易しい本から読みます。	やさしいほんからよみます。	쉬운 책부터 읽습니다.
長い	ながい	길다	형용사	N5	姉は髪が長いです。	あねはかみがながいです。	누나는 머리가 깁니다.
短い	みじかい	짧다	형용사	N5	この鉛筆は短いです。	このえんぴつはみじかいです。	이 연필은 짧습니다.
早い	はやい	이르다	형용사	N5	今日は早く帰ります。	きょうははやくかえります。	오늘은 일찍 돌아갑니다.
遅い	おそい	늦다	형용사	N5	バスが遅いですね。	バスがおそいですね。	버스가 늦네요.
近い	ちかい	가깝다	형용사	N5	駅は家から近いです。	えきはいえからちかいです。	역은 집에서 가깝습니다.
遠い	とおい	멀다	형용사	N5	空港はここから遠いです。	くうこうはここからとおいです。	공항은 여기서 멉니다.
多い	おおい	많다	형용사	N5	この町は店が多いです。	このまちはみせがおおいです。	이 동네는 가게가 많습니다.
少ない	すくない	적다	형용사	N5	今日は人が少ないです。	きょうはひとがすくないです。	오늘은 사람이 적습니다.
美味しい	おいしい	맛있다	형용사	N5	この果物は美味しいです。	このくだものはおいしいです。	이 과일은 맛있습니다.
白い	しろい	하얗다	형용사	N5	白いシャツを着ています。	しろいシャツをきています。	흰 셔츠를 입고 있습니다.
黒い	くろい	검다	형용사	N5	黒い猫が来ました。	くろいねこがきました。	검은 고양이가 왔습니다.
赤い	あかい	빨갛다	형용사	N5	赤い花が好きです。	あかいはながすきです。	빨간 꽃을 좋아합니다.
青い	あおい	파랗다	형용사	N5	今日は空が青いです。	きょうはそらがあおいです。	오늘은 하늘이 파랗습니다.
若い	わかい	젊다	형용사	N5	あの先生は若いです。	あのせんせいはわかいです。	저 선생님은 젊습니다.
強い	つよい	강하다	형용사	N5	今日は風が強いです。	きょうはかぜがつよいです。	오늘은 바람이 강합니다.
弱い	よわい	약하다	형용사	N5	弟は体が弱いです。	おとうとはからだがよわいです。	남동생은 몸이 약합니다.
好き	すき	좋아함	형용사	N5	私は魚が好きです。	わたしはさかながすきです。	저는 생선을 좋아합니다.
嫌い	きらい	싫어함	형용사	N5	野菜が嫌いです。	やさいがきらいです。	채소를 싫어합니다.
上手	じょうず	잘함	형용사	N5	姉は料理が上手です。	あねはりょうりがじょうずです。	누나는 요리를 잘합니다.
下手	へた	서투름	형용사	N5	私は歌が下手です。	わたしはうたがへたです。	저는 노래를 못합니다.
元気	げんき	건강함	형용사	N5	家族はみんな元気です。	かぞくはみんなげんきです。	가족은 모두 건강합니다.
有名	ゆうめい	유명함	형용사	N5	この店は有名です。	このみせはゆうめいです。	이 가게는 유명합니다.
親切	しんせつ	친절함	형용사	N5	あの人はとても親切です。	あのひとはとてもしんせつです。	저 사람은 매우 친절합니다.
静か	しずか	조용함	형용사	N5	図書館は静かです。	としょかんはしずかです。	도서관은 조용합니다.
賑やか	にぎやか	북적임	형용사	N5	この町は賑やかです。	このまちはにぎやかです。	이 동네는 북적입니다.
便利	べんり	편리함	형용사	N5	この携帯は便利です。	このけいたいはべんりです。	이 휴대폰은 편리합니다.
不便	ふべん	불편함	형용사	N5	駅が遠くて不便です。	えきがとおくてふべんです。	역이 멀어서 불편합니다.
大丈夫	だいじょうぶ	괜찮음	형용사	N5	一人で大丈夫ですか。	ひとりでだいじょうぶですか。	혼자서 괜찮습니까?
大切	たいせつ	소중함	형용사	N5	家族は大切です。	かぞくはたいせつです。	가족은 소중합니다.
簡単	かんたん	간단함	형용사	N5	この問題は簡単でした。	このもんだいはかんたんでした。	이 문제는 간단했습니다.
綺麗	きれい	예쁨·깨끗함	형용사	N5	部屋がとても綺麗です。	へやがとてもきれいです。	방이 매우 깨끗합니다.
暇	ひま	한가함	형용사	N5	明日は暇です。	あしたはひまです。	내일은 한가합니다.
大変	たいへん	힘듦	형용사	N5	仕事が大変でした。	しごとがたいへんでした。	일이 힘들었습니다.
真面目	まじめ	성실함	형용사	N5	弟は真面目な学生です。	おとうとはまじめながくせいです。	남동생은 성실한 학생입니다.
とても	とても	매우	부사	N5	この本はとても面白いです。	このほんはとてもおもしろいです。	이 책은 매우 재미있습니다.
少し	すこし	조금	부사	N5	日本語が少し分かります。	にほんごがすこしわかります。	일본어를 조금 압니다.
たくさん	たくさん	많이	부사	N5	野菜をたくさん買いました。	やさいをたくさんかいました。	채소를 많이 샀습니다.
よく	よく	자주·잘	부사	N5	よく図書館へ行きます。	よくとしょかんへいきます。	자주 도서관에 갑니다.
まだ	まだ	아직	부사	N5	まだ食べていません。	まだたべていません。	아직 먹지 않았습니다.
もう	もう	이미·벌써	부사	N5	もう八時になりました。	もうはちじになりました。	벌써 8시가 되었습니다.
いつも	いつも	늘·항상	부사	N5	いつも七時に起きます。	いつもしちじにおきます。	항상 7시에 일어납니다.
時々	ときどき	가끔	부사	N5	時々映画を見ます。	ときどきえいがをみます。	가끔 영화를 봅니다.
あまり	あまり	별로 (~않다)	부사	N5	お酒はあまり飲みません。	おさけはあまりのみません。	술은 별로 마시지 않습니다.
全然	ぜんぜん	전혀 (~않다)	부사	N5	全然分かりませんでした。	ぜんぜんわかりませんでした。	전혀 몰랐습니다.
一緒に	いっしょに	함께	부사	N5	一緒に昼ご飯を食べましょう。	いっしょにひるごはんをたべましょう。	함께 점심을 먹읍시다.
ゆっくり	ゆっくり	천천히	부사	N5	ゆっくり話してください。	ゆっくりはなしてください。	천천히 말해 주세요.
ちょっと	ちょっと	조금·잠깐	부사	N5	ちょっと待ってください。	ちょっとまってください。	잠깐 기다려 주세요.
どうぞ	どうぞ	부디·여기요	인사	N5	どうぞ入ってください。	どうぞはいってください。	어서 들어오세요.
どうも	どうも	고맙습니다·안녕	인사	N5	どうもありがとうございます。	どうもありがとうございます。	정말 감사합니다.
おはよう	おはよう	안녕(아침)	인사	N5	おはよう、今日も早いね。	おはよう、きょうもはやいね。	안녕, 오늘도 일찍 왔네.
こんにちは	こんにちは	안녕하세요(낮)	인사	N5	こんにちは、いい天気ですね。	こんにちは、いいてんきですね。	안녕하세요, 좋은 날씨네요.
こんばんは	こんばんは	안녕하세요(밤)	인사	N5	こんばんは、遅くなりました。	こんばんは、おそくなりました。	안녕하세요, 늦었습니다.
ありがとう	ありがとう	고마워	인사	N5	手伝ってくれてありがとう。	てつだってくれてありがとう。	도와줘서 고마워.
すみません	すみません	죄송합니다·저기요	인사	N5	すみません、駅はどこですか。	すみません、えきはどこですか。	저기요, 역은 어디입니까?
さようなら	さようなら	안녕히 가세요	인사	N5	先生、さようなら。	せんせい、さようなら。	선생님, 안녕히 계세요.
いただきます	いただきます	잘 먹겠습니다	인사	N5	では、いただきます。	では、いただきます。	그럼, 잘 먹겠습니다.
ごちそうさま	ごちそうさま	잘 먹었습니다	인사	N5	ごちそうさまでした。	ごちそうさまでした。	잘 먹었습니다.
おやすみなさい	おやすみなさい	안녕히 주무세요	인사	N5	もう寝ます。おやすみなさい。	もうねます。おやすみなさい。	이제 잘게요. 안녕히 주무세요.
はじめまして	はじめまして	처음 뵙겠습니다	인사	N5	はじめまして、金と申します。	はじめまして、キムともうします。	처음 뵙겠습니다, 김이라고 합니다.
お願いします	おねがいします	부탁합니다	인사	N5	よろしくお願いします。	よろしくおねがいします。	잘 부탁합니다.
妻	つま	아내	사람	N4	妻と買い物に行きました。	つまとかいものにいきました。	아내와 쇼핑하러 갔습니다.
主人	しゅじん	남편	사람	N4	主人はまだ帰っていません。	しゅじんはまだかえっていません。	남편은 아직 돌아오지 않았습니다.
息子	むすこ	아들	사람	N4	息子は来年小学生になります。	むすこはらいねんしょうがくせいになります。	아들은 내년에 초등학생이 됩니다.
娘	むすめ	딸	사람	N4	娘は音楽が好きです。	むすめはおんがくがすきです。	딸은 음악을 좋아합니다.
両親	りょうしん	부모	사람	N4	両親は田舎に住んでいます。	りょうしんはいなかにすんでいます。	부모님은 시골에 살고 있습니다.
祖父	そふ	할아버지	사람	N4	祖父は今年八十歳です。	そふはことしはちじゅっさいです。	할아버지는 올해 여든 살입니다.
祖母	そぼ	할머니	사람	N4	祖母が料理を教えてくれました。	そぼがりょうりをおしえてくれました。	할머니가 요리를 가르쳐 주셨습니다.
客	きゃく	손님	사람	N4	今日は客が多いです。	きょうはきゃくがおおいです。	오늘은 손님이 많습니다.
課長	かちょう	과장	사람	N4	課長に報告しました。	かちょうにほうこくしました。	과장님께 보고했습니다.
部長	ぶちょう	부장	사람	N4	部長は会議に出ています。	ぶちょうはかいぎにでています。	부장님은 회의에 들어가 계십니다.
台所	だいどころ	부엌	장소	N4	台所で料理を作ります。	だいどころでりょうりをつくります。	부엌에서 요리를 만듭니다.
教室	きょうしつ	교실	장소	N4	教室に誰もいません。	きょうしつにだれもいません。	교실에 아무도 없습니다.
工場	こうじょう	공장	장소	N4	父は工場で働いています。	ちちはこうじょうではたらいています。	아버지는 공장에서 일하고 있습니다.
受付	うけつけ	접수처	장소	N4	受付で名前を書きます。	うけつけでなまえをかきます。	접수처에서 이름을 씁니다.
港	みなと	항구	장소	N4	港に大きい船が来ました。	みなとにおおきいふねがきました。	항구에 큰 배가 왔습니다.
島	しま	섬	장소	N4	夏に南の島へ行きます。	なつにみなみのしまへいきます。	여름에 남쪽 섬에 갑니다.
村	むら	마을	장소	N4	小さい村に住んでいます。	ちいさいむらにすんでいます。	작은 마을에 살고 있습니다.
都会	とかい	도시	장소	N4	都会は人が多くて賑やかです。	とかいはひとがおおくてにぎやかです。	도시는 사람이 많아 북적입니다.
田舎	いなか	시골	장소	N4	田舎の生活は静かです。	いなかのせいかつはしずかです。	시골 생활은 조용합니다.
会場	かいじょう	행사장	장소	N4	会場はもう満員です。	かいじょうはもうまんいんです。	행사장은 벌써 가득 찼습니다.
昔	むかし	옛날	시간	N4	昔ここに学校がありました。	むかしここにがっこうがありました。	옛날에 여기 학교가 있었습니다.
