大きい	大きい::おおきい:形容詞 鞄::かばん:名詞 を::: 買い:買う:かい:動詞 まし:ます:: た::: 。:::
小さい	この::: 靴::くつ:名詞 は::: 少し::すこし:副詞 小さい::ちいさい:形容詞 です::: 。:::
高い	この::: 店::みせ:名詞 は::: 高い::たかい:形容詞 です::: 。:::
安い	この::: 本::ほん:名詞 は::: 安かっ:安い:やすかっ:形容詞 た::: です::: 。:::
新しい	新しい::あたらしい:形容詞 携帯::けいたい:名詞 が::: 欲しい::ほしい:形容詞 です::: 。:::
古い	この::: 時計::とけい:名詞 は::: 古い::ふるい:形容詞 です::: 。:::
良い	今日::きょう:名詞 は::: 天気::てんき:名詞 が::: 良い::よい:形容詞 です::: 。:::
悪い	頭::あたま:名詞 が::: 悪く:悪い:わるく:形容詞 て::: 覚え:覚える:おぼえ:動詞 られ:られる::動詞 ませ:ます:: ん::: 。:::
暑い	今年::ことし:名詞 の::: 夏::なつ:名詞 は::: とても:::副詞 暑い::あつい:形容詞 です::: 。:::
寒い	今朝::けさ:名詞 は::: とても:::副詞 寒かっ:寒い:さむかっ:形容詞 た::: です::: 。:::
熱い	この::: お茶::おちゃ:名詞 は::: 熱い::あつい:形容詞 です::: 。:::
冷たい	冷たい::つめたい:形容詞 水::みず:名詞 が::: 飲み:飲む:のみ:動詞 たい::: です::: 。:::
忙しい	今週::こんしゅう:名詞 は::: とても:::副詞 忙しい::いそがしい:形容詞 です::: 。:::
楽しい	旅行::りょこう:名詞 は::: 楽しかっ:楽しい:たのしかっ:形容詞 た::: です::: 。:::
面白い	この::: 映画::えいが:名詞 は::: 面白い::おもしろい:形容詞 です::: 。:::
難しい	この::: 問題::もんだい:名詞 は::: 難しい::むずかしい:形容詞 です::: 。:::
易しい	易しい::やさしい:形容詞 本::ほん:名詞 から::: 読み:読む:よみ:動詞 ます::: 。:::
長い	姉::あね:名詞 は::: 髪::かみ:名詞 が::: 長い::ながい:形容詞 です::: 。:::
短い	この::: 鉛筆::えんぴつ:名詞 は::: 短い::みじかい:形容詞 です::: 。:::
早い	今日::きょう:名詞 は::: 早く:早い:はやく:形容詞 帰り:帰る:かえり:動詞 ます::: 。:::
遅い	バス::ばす:名詞 が::: 遅い::おそい:形容詞 です::: ね::: 。:::
近い	駅::えき:名詞 は::: 家::いえ:名詞 から::: 近い::ちかい:形容詞 です::: 。:::
遠い	空港::くうこう:名詞 は::: ここ:::名詞 から::: 遠い::とおい:形容詞 です::: 。:::
多い	この::: 町::まち:名詞 は::: 店::みせ:名詞 が::: 多い::おおい:形容詞 です::: 。:::
少ない	今日::きょう:名詞 は::: 人::ひと:名詞 が::: 少ない::すくない:形容詞 です::: 。:::
美味しい	この::: 果物::くだもの:名詞 は::: 美味しい::おいしい:形容詞 です::: 。:::
白い	白い::しろい:形容詞 シャツ::しゃつ:名詞 を::: 着:着る:き:動詞 て::: い:いる::動詞 ます::: 。:::
黒い	黒い::くろい:形容詞 猫::ねこ:名詞 が::: 来:来る:き:動詞 まし:ます:: た::: 。:::
赤い	赤い::あかい:形容詞 花::はな:名詞 が::: 好き::すき:名詞 です::: 。:::
青い	今日::きょう:名詞 は::: 空::そら:名詞 が::: 青い::あおい:形容詞 です::: 。:::
若い	あの::: 先生::せんせい:名詞 は::: 若い::わかい:形容詞 です::: 。:::
強い	今日::きょう:名詞 は::: 風::かぜ:名詞 が::: 強い::つよい:形容詞 です::: 。:::
弱い	弟::おとうと:名詞 は::: 体::からだ:名詞 が::: 弱い::よわい:形容詞 です::: 。:::
好き	私::わたし:名詞 は::: 魚::さかな:名詞 が::: 好き::すき:名詞 です::: 。:::
嫌い	野菜::やさい:名詞 が::: 嫌い::きらい:名詞 です::: 。:::
上手	姉::あね:名詞 は::: 料理::りょうり:名詞 が::: 上手::じょうず:名詞 です::: 。:::
下手	私::わたし:名詞 は::: 歌::うた:名詞 が::: 下手::へた:名詞 です::: 。:::
元気	家族::かぞく:名詞 は::: みんな:::名詞 元気::げんき:名詞 です::: 。:::
有名	この::: 店::みせ:名詞 は::: 有名::ゆうめい:名詞 です::: 。:::
親切	あの::: 人::ひと:名詞 は::: とても:::副詞 親切::しんせつ:名詞 です::: 。:::
静か	図書館::としょかん:名詞 は::: 静か::しずか:名詞 です::: 。:::
賑やか	この::: 町::まち:名詞 は::: 賑やか::にぎやか:名詞 です::: 。:::
便利	この::: 携帯::けいたい:名詞 は::: 便利::べんり:名詞 です::: 。:::
不便	駅::えき:名詞 が::: 遠く:遠い:とおく:形容詞 て::: 不便::ふべん:名詞 です::: 。:::
大丈夫	一::いち:名詞 人::にん:名詞 で::: 大丈夫::だいじょうぶ:名詞 です::: か::: 。:::
大切	家族::かぞく:名詞 は::: 大切::たいせつ:名詞 です::: 。:::
簡単	この::: 問題::もんだい:名詞 は::: 簡単::かんたん:名詞 でし:です:: た::: 。:::
綺麗	部屋::へや:名詞 が::: とても:::副詞 綺麗::きれい:名詞 です::: 。:::
暇	明日::あした:名詞 は::: 暇::ひま:名詞 です::: 。:::
大変	仕事::しごと:名詞 が::: 大変::たいへん:名詞 でし:です:: た::: 。:::
真面目	弟::おとうと:名詞 は::: 真面目::まじめ:名詞 な:だ:: 学生::がくせい:名詞 です::: 。:::
とても	この::: 本::ほん:名詞 は::: とても:::副詞 面白い::おもしろい:形容詞 です::: 。:::
少し	日本語::にほんご:名詞 が::: 少し::すこし:副詞 分かり:分かる:わかり:動詞 ます::: 。:::
たくさん	野菜::やさい:名詞 を::: たくさん:::名詞 買い:買う:かい:動詞 まし:ます:: た::: 。:::
よく	よく:::副詞 図書館::としょかん:名詞 へ::: 行き:行く:いき:動詞 ます::: 。:::
まだ	まだ:::副詞 食べ:食べる:たべ:動詞 て::: い:いる::動詞 ませ:ます:: ん::: 。:::
もう	もう:::副詞 八::はち:名詞 時::じ:名詞 に::: なり:なる::動詞 まし:ます:: た::: 。:::
いつも	いつも:::副詞 七::なな:名詞 時::じ:名詞 に::: 起き:起きる:おき:動詞 ます::: 。:::
時々	時々::ときどき:副詞 映画::えいが:名詞 を::: 見:見る:み:動詞 ます::: 。:::
あまり	お::: 酒::さけ:名詞 は::: あまり:::副詞 飲み:飲む:のみ:動詞 ませ:ます:: ん::: 。:::
全然	全然::ぜんぜん:副詞 分かり:分かる:わかり:動詞 ませ:ます:: ん::: でし:です:: た::: 。:::
一緒に	一緒::いっしょ:名詞 に::: 昼::ひる:名詞 ご飯::ごはん:名詞 を::: 食べ:食べる:たべ:動詞 ましょ:ます:: う::: 。:::
ゆっくり	ゆっくり:::副詞 話し:話す:はなし:動詞 て::: ください:くださる::動詞 。:::
ちょっと	ちょっと:::副詞 待っ:待つ:まっ:動詞 て::: ください:くださる::動詞 。:::
どうぞ	どうぞ:::副詞 入っ:入る:はいっ:動詞 て::: ください:くださる::動詞 。:::
どうも	どうも:::副詞 ありがとう::: ござい:ござる:: ます::: 。:::
おはよう	おはよう::: 、::: 今日::きょう:名詞 も::: 早い::はやい:形容詞 ね::: 。:::
こんにちは	こんにちは::: 、::: いい:::形容詞 天気::てんき:名詞 です::: ね::: 。:::
こんばんは	こんばんは::: 、::: 遅く:遅い:おそく:形容詞 なり:なる::動詞 まし:ます:: た::: 。:::
ありがとう	手伝っ:手伝う:てつだっ:動詞 て::: くれ:くれる::動詞 て::: ありがとう::: 。:::
すみません	すみません::: 、::: 駅::えき:名詞 は::: どこ:::名詞 です::: か::: 。:::
さようなら	先生::せんせい:名詞 、::: さようなら::: 。:::
いただきます	では::: 、::: いただき:いただく::動詞 ます::: 。:::
ごちそうさま	ごちそうさま::: でし:です:: た::: 。:::
おやすみなさい	もう:::副詞 寝:寝る:ね:動詞 ます::: 。::: おやすみなさい::: 。:::
はじめまして	はじめまして::: 、::: 金::きむ:名詞 と::: 申し:申す:もうし:動詞 ます::: 。:::
お願いします	よろしく:::副詞 お願い::おねがい:名詞 し:する::動詞 ます::: 。:::
妻	妻::つま:名詞 と::: 買い物::かいもの:名詞 に::: 行き:行く:いき:動詞 まし:ます:: た::: 。:::
主人	主人::しゅじん:名詞 は::: まだ:::副詞 帰っ:帰る:かえっ:動詞 て::: い:いる::動詞 ませ:ます:: ん::: 。:::
息子	息子::むすこ:名詞 は::: 来年::らいねん:名詞 小学生::しょうがくせい:名詞 に::: なり:なる::動詞 ます::: 。:::
娘	娘::むすめ:名詞 は::: 音楽::おんがく:名詞 が::: 好き::すき:名詞 です::: 。:::
両親	両親::りょうしん:名詞 は::: 田舎::いなか:名詞 に::: 住ん:住む:すん:動詞 で::: い:いる::動詞 ます::: 。:::
祖父	祖父::そふ:名詞 は::: 今年::ことし:名詞 八::はち:名詞 十::じゅう:名詞 歳::さい:名詞 です::: 。:::
祖母	祖母::そぼ:名詞 が::: 料理::りょうり:名詞 を::: 教え:教える:おしえ:動詞 て::: くれ:くれる::動詞 まし:ます:: た::: 。:::
客	今日::きょう:名詞 は::: 客::きゃく:名詞 が::: 多い::おおい:形容詞 です::: 。:::
課長	課長::かちょう:名詞 に::: 報告::ほうこく:名詞 し:する::動詞 まし:ます:: た::: 。:::
部長	部長::ぶちょう:名詞 は::: 会議::かいぎ:名詞 に::: 出:出る:で:動詞 て::: い:いる::動詞 ます::: 。:::
台所	台所::だいどころ:名詞 で::: 料理::りょうり:名詞 を::: 作り:作る:つくり:動詞 ます::: 。:::
教室	教室::きょうしつ:名詞 に::: 誰::だれ:名詞 も::: い:いる::動詞 ませ:ます:: ん::: 。:::
工場	父::ちち:名詞 は::: 工場::こうじょう:名詞 で::: 働い:働く:はたらい:動詞 て::: い:いる::動詞 ます::: 。:::
受付	受付::うけつけ:名詞 で::: 名前::なまえ:名詞 を::: 書き:書く:かき:動詞 ます::: 。:::
港	港::みなと:名詞 に::: 大きい::おおきい:形容詞 船::ふね:名詞 が::: 来:来る:き:動詞 まし:ます:: た::: 。:::
島	夏::なつ:名詞 に::: 南::みなみ:名詞 の::: 島::しま:名詞 へ::: 行き:行く:いき:動詞 ます::: 。:::
村	小さい::ちいさい:形容詞 村::むら:名詞 に::: 住ん:住む:すん:動詞 で::: い:いる::動詞 ます::: 。:::
都会	都会::とかい:名詞 は::: 人::ひと:名詞 が::: 多く:多い:おおく:形容詞 て::: 賑やか::にぎやか:名詞 です::: 。:::
田舎	田舎::いなか:名詞 の::: 生活::せいかつ:名詞 は::: 静か::しずか:名詞 です::: 。:::
会場	会場::かいじょう:名詞 は::: もう:::副詞 満員::まんいん:名詞 です::: 。:::
昔	昔::むかし:名詞 ここ:::名詞 に::: 学校::がっこう:名詞 が::: あり:ある::動詞 まし:ます:: た::: 。:::
今度	今度::こんど:名詞 一緒::いっしょ:名詞 に::: 食事::しょくじ:名詞 し:する::動詞 ましょ:ます:: う::: 。:::
最初	最初::さいしょ:名詞 は::: 難しかっ:難しい:むずかしかっ:形容詞 た::: です::: 。:::
最後	最後::さいご:名詞 まで::: 頑張り:頑張る:がんばり:動詞 ます::: 。:::
途中	帰る::かえる:動詞 途中::とちゅう:名詞 で::: 雨::あめ:名詞 が::: 降り:降りる:おり:動詞 まし:ます:: た::: 。:::
期間	この::: 期間::きかん:名詞 は::: 店::みせ:名詞 が::: 休み::やすみ:名詞 です::: 。:::
予定	明日::あした:名詞 の::: 予定::よてい:名詞 を::: 教え:教える:おしえ:動詞 て::: ください:くださる::動詞 。:::
